project_name
apsez-svc-soh-dr-migrated
apsez-svc-soh-prod-migrated
apsez-svc-soh-qa
apsez-svc-soh-qa-migrated
apsez-svc-uat-iportman
apsez-svc-uat-itup
atgl-amric-svc-dmz-qa
atgl-amrnia-svc-dmz-qa
atgl-dev-service-adani101
atgl-ocr-dmz-prod
atgl-spotbilling-svc-dmz-qa
atgl-spotbilling-svc-qa
atgl-svc-dev
atgl-svc-dev-migrated
atgl-svc-dmz-myq-prod
atgl-svc-dmz-prod
atgl-svc-dmz-prod-kiosk
atgl-svc-dmz-prod-migrated
atgl-svc-dmz-qa
atgl-svc-dmz-qa-migrated
atgl-svc-dmz-soul-dev
atgl-svc-dmz-soul-prod
atgl-svc-dr-migrated
atgl-svc-prod
atgl-svc-prod-atglkiosk
atgl-svc-prod-atglworld
atgl-svc-prod-migrated
atgl-svc-qa
atgl-svc-qa-migrated
atgl-svc-soh-dev
atgl-svc-soh-dev-migrated
atgl-svc-soh-dr-migrated
atgl-svc-soh-prod-migrated
atgl-svc-soh-qa
atgl-svc-soh-qa-migrated
ausmining-billing-export
balmy-elevator-378406
black-diorama-382010
braided-box-373618
bunkering-billing-export
bunkering-host-prj
bunkering-svc-dev
bunkering-svc-dev-migrated
bunkering-svc-dr-migrated
bunkering-svc-prod
bunkering-svc-prod-migrated
bunkering-svc-qa
bunkering-svc-qa-migrated
bunkering-svc-soh-dev
bunkering-svc-soh-dr-migrated
bunkering-svc-soh-prod
bunkering-svc-soh-qa
calcium-field-374906
calm-acre-387804
capital-billing-export
capital-host-prj
capital-svc-dev
capital-svc-dev-migrated
capital-svc-dmz-dev-prj
capital-svc-dmz-prod-prj
capital-svc-dmz-qa-prj
capital-svc-dr-migrated
capital-svc-prod
capital-svc-prod-migrated
capital-svc-qa
capital-svc-qa-migrated
capital-svc-soh-dev
capital-svc-soh-dr-migrated
capital-svc-soh-prod
capital-svc-soh-qa
captl-svc-dmz-prd-prj-migrated
captl-svc-dmz-qa-prj-migrated
cicd-adani101
connectivity-vpc-adani101
corp-host-prj
corp-services-digital-svc-dev
corp-services-digital-svc-prod
corp-services-dmz-prd-dr-mig
corp-services-dmz-prj
corp-services-dmz-prj-316911
corp-services-dmz-qa-migrated
corp-services-krnospbi-svc-dev
corp-services-krnospbi-svc-prd
corp-services-pd-recon-prod
corp-services-purple-proj-poc
corp-services-purple-proj-prod
corp-services-purple-proj-qa
corp-services-soh-dr-migrated
corp-services-svc-awl-migrated
corp-services-svc-buscore-poc
corp-services-svc-dev
corp-services-svc-dev-317004
corp-services-svc-devops-poc
corp-services-svc-doc-ai-poc
corp-services-svc-dr-migrated
corp-services-svc-prd
corp-services-svc-prd-316909
corp-services-svc-qa
corp-services-svc-qa-migrated
corp-services-svc-soh-dev
corp-services-svc-soh-prod
corp-services-svc-soh-qa
corp-svc-dmz-prod-ipms
corp-svc-ipms-prod
customer-invoice-analysis
data-backup-adani101
deep-geography-385411
defence-host-prj
defence-svc-dev
defence-svc-dev-migrated
defence-svc-dr-migrated
defence-svc-prod
defence-svc-prod-migrated
defence-svc-qa
defence-svc-qa-migrated
defence-svc-soh-dev
defence-svc-soh-dr-migrated
defence-svc-soh-prod
defence-svc-soh-qa
defense-billing-export
dev-noc-ml-adani101
dmz-host-prj
document-based-bot-gkre
document-based-bot-ilbq
domain-management-adani101
dotted-saga-371805
esoteric-cab-313608
faqsc-sfxi
fiery-azimuth-321706
fir-82faa
foundationplaybook
future-bucksaw-378008
glb-landing-zone-vpn-prj
global-landingzone
group-svc-agel-analytics-cicd
group-svc-agel-analytics-dev
group-svc-agel-analytics-prod
group-svc-agel-analytics-uat
group-svc-agel-mpp-poc
group-svc-grc-dashboard-prod
group-svc-project-mgmt-prod
group-svc-spend-analytics-dev
group-svc-spend-analytics-prod
group-svc-vertex-ai-prod
hip-watch-372109
holcim-rev-mgmt-dev-svc
howe-host-prj
howe-svc-soh-prod
hsv-testbed
icm-billing-export
icmindonesia-billing-export
identity-platform-prd-adani101
identity-platform-uat-adani101
infinite-facet-363110
it-serv-svc-group-prod-dtrans
it-serv-svc-soh-dev-migrated
it-serv-svc-soh-prod-migrated
it-serv-svc-soh-qa-migrated
it-services-ael-hr-analytic-dv
it-services-ael-hr-analytics
it-services-cs-svc-poc
it-services-cyber-svc-poc
it-services-dmz-cyber-rpt-prod
it-services-dmz-dev-migrated
it-services-dmz-prod-migrated
it-services-group-automation-d
it-services-group-dmz-svc-dlp
it-services-group-dmz-svc-dmw
it-services-group-svc-aaw
it-services-group-svc-arcsight
it-services-group-svc-backup
it-services-group-svc-backupdr
it-services-group-svc-billing
it-services-group-svc-dlp
it-services-group-svc-dmw
it-services-group-svc-image
it-services-group-svc-logging
it-services-group-svc-monitor
it-services-group-svc-pam-prod
it-services-group-svc-poc
it-services-group-svc-prisma
it-services-group-svc-sentinal
it-services-media-dev
it-services-soh-dr-migrated
it-services-svc-cyber-rpt-prod
it-services-svc-dev
it-services-svc-dev-migrated
it-services-svc-dr-migrated
it-services-svc-prod
it-services-svc-prod-migrated
it-services-svc-qa
it-services-svc-qa-migrated
it-services-svc-tool-security
itservices-svc-prj
itservicessvctoolsecurity
logging-adani101
mining-billing-export
monitoring-adani101
mpl-gpp-dev-uat
mpl-host-prj
mpl-svc-dmz-prod
mpl-svc-prod
mpl-svc-prod-gcve
mspvl-billing-export
mspvl-host-prj
mspvl-svc-dev
mspvl-svc-dev-migrated
mspvl-svc-dmz-prod
mspvl-svc-dr-migrated
mspvl-svc-prod
mspvl-svc-prod-migrated
mspvl-svc-qa
mspvl-svc-qa-migrated
mspvl-svc-soh-dev
mspvl-svc-soh-dr-migrated
mspvl-svc-soh-prod
mspvl-svc-soh-qa
mystic-centaur-371406
natural-nebula-378112
natural-rcrs-svc-faq-frontend
natural-rcrs-svc-faq-gateway
natural-resources-host-prj
natural-resources-monitoring
natural-resources-svc-analytic
natural-resources-svc-poc-ccc
natural-rscs-soh-dev-migrated
natural-rscs-soh-prod-migrated
natural-rscs-soh-qa-bwupgrade
natural-rscs-soh-qa-migrated
natural-rscs-svc-mineshot-prod
natural-rscs-svc-mineshot-qa
natural-rsrc-apm-prod
natural-rsrc-apm-sapint-dev
natural-rsrc-dataops-prod
natural-rsrc-dmz-mining-dev
natural-rsrc-dmz-pyms-prod
natural-rsrc-dmz-pyms-qa
natural-rsrc-irmantx-dev
natural-rsrc-lams-svc-dev
natural-rsrc-minalx-dev
natural-rsrc-mining-dev
natural-rsrc-opentext-dr
natural-rsrc-opentext-prod
natural-rsrc-opentext-qa
natural-rsrc-psdashboard-prod
natural-rsrc-pyms-prod
natural-rsrc-pyms-qa
natural-rsrc-soh-dr-migrated
natural-rsrc-svc-dev-migrated
natural-rsrc-svc-dmz-lams-prod
natural-rsrc-svc-dr-migrated
natural-rsrc-svc-lams-prod
natural-rsrc-svc-prod-migrated
natural-rsrc-svc-qa-migrated
naturalrs-bw-soh-dev-migrated
naturalrs-bw-soh-dr-migrated
naturalrs-bw-soh-prod-migrated
naturalrs-bw-soh-qa-migrated
naturalrs-dmz-soh-dev-migrated
naturalrs-dmz-soh-dr-migrated
naturalrs-dmz-soh-prd-migrated
naturalrs-dmz-soh-qa-migrated
naturalrs-glb-soh-dev-migrated
naturalrs-glb-soh-dr-migrated
naturalrs-glb-soh-prd-migrated
naturalrs-glb-soh-qa-migrated
naturalrs-mp-soh-dev-migrated
naturalrs-mp-soh-dr-migrated
naturalrs-mp-soh-prod-migrated
naturalrs-mp-soh-qa-migrated
naturals-dmz-opentext-dr
naturals-dmz-opentext-prod
naturals-dmz-opentext-qa
network-adani101
noc-dev-atgl-host-adani101
noc-dev-atgl-service-adani101
noc-devv11-host-adani101
noc-devv11-service-adani101
noc-gmaps-platform-adani101
noc-prod-anr-host-adani101
noc-prod-anr-service-adani101
noc-prod-host-adani101
noc-prod-service-adani101
noc-uat-host-adani101
noc-uat-service-adani101
nrglobal-billing-export
nth-rarity-372109
optimal-vial-382010
people-app-ios-ind
petrochem-billing-export
power-billing-export
power-host-prj
power-pnm-svc-prod
power-svc-aivrtx-poc
power-svc-dev
power-svc-dev-migrated
power-svc-dmz-prod
power-svc-dmz-qa
power-svc-dr-migrated
power-svc-prod
power-svc-prod-migrated
power-svc-qa
power-svc-qa-migrated
power-svc-soh-dev
power-svc-soh-dev-migrated
power-svc-soh-dr-migrated
power-svc-soh-prod
power-svc-soh-prod-migrated
power-svc-soh-qa
power-svc-soh-qa-migrated
primavera-server
protean-triode-385405
realty-billing-export
realty-host-prj
realty-svc-dev
realty-svc-dev-migrated
realty-svc-dr-migrated
realty-svc-prod
realty-svc-prod-migrated
realty-svc-qa
realty-svc-qa-migrated
realty-svc-soh-dev
realty-svc-soh-dr-migrated
realty-svc-soh-prod
realty-svc-soh-qa
sample-project-111ad
sample-test-368112
security-adani101
shieldit-testing
siem-testbed
speedy-actor-380206
srcpl-gmp
superapp-landingzone
symptom-checker-e3434
sys-01148691908176000005047156
sys-03206756308921684554445076
sys-04115989180962046634636024
sys-04807733245768551844177053
sys-14268318566324536540427882
sys-15677338871311154689869942
sys-18917697917892140661623936
sys-19500407832030441862388544
sys-22905107466198068982631492
sys-25722527176852425754404852
sys-28135367472355428027675369
sys-29173510722043850490341988
sys-39605844213806635230649410
sys-39692549429606565968521079
sys-41022727483454065662364576
sys-41057181334161779261781871
sys-43427061697365922563587764
sys-45862006814340946353254175
sys-47990223158800964016989382
sys-49337420941619237010689834
sys-49967848349552707535214876
sys-50243387210805751763635968
sys-50635549108265746584520154
sys-53275372788626325591071552
sys-54446511918077316206399793
sys-56167784320027368529133865
sys-56592213776612085534745366
sys-56684133680923729190339473
sys-57804523989346438241482177
sys-58419366540968924361650567
sys-59027891209008188150225765
sys-62621678537584894027149703
sys-67822178038291065552596652
sys-68539821318870706489397732
sys-72995514284909680454794293
sys-76352923575790814136284640
sys-79668492326762267850390860
sys-83198985569550025694910154
sys-86597307554269890435831419
sys-92126029823999289032600300
sys-98696302397460729011018441
test---symptom-checker
totalgas-billing-export
totalgas-host-prj
transmision-svc-prod
transmision-svc-prod-migrated
transmision-svc-qa-migrated
transmission-billing-export
transmission-host-prj
transmission-soh-dev-migrated
transmission-soh-dr-migrated
transmission-soh-prod-migrated
transmission-soh-qa-migrated
transmission-svc-dev
transmission-svc-dev-migrated
transmission-svc-dmz-prod
transmission-svc-dmz-qa-prj
transmission-svc-dr-migrated
transmission-svc-qa
transmission-svc-soh-prod
transmission-svc-soh-qa
vdi-host-prj
vdi-svc-prj
walkbyinspection-acl
walkbyinspectionacc
wbi-geocycle-in
weather-vdwh
